"dates","means","Type","country","Low","High","zeta_0_true","xi_0_true","zeta_1_true","xi_1_true"
2020-01-18,1.0001623235375,"Misidentified_Bayesian","hongkong",0.000112479333930933,2.99850494385258,2,8,2,18
2020-01-18,NA,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-18,NA,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-19,0.791262950432119,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-19,1,"Misidentified_EpiEstim(no sliding)","hongkong",6.34421478143732e-09,2.99573240043829,2,8,2,18
2020-01-19,1.88683517511962,"Misidentified_Bayesian","hongkong",0.90428184138048,3.58515557789347,2,8,2,18
2020-01-19,NA,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-20,0.86900720847987,"Misidentified_Bayesian","hongkong",0.105489991919798,2.3933549343741,2,8,2,18
2020-01-20,0.906564070955202,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-20,1.001,"Misidentified_EpiEstim(no sliding)","hongkong",4.23696412432921e-05,2.99750183625519,2,8,2,18
2020-01-20,NA,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-21,0,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-21,0.649209153898383,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-21,0.864176773780329,"Misidentified_Bayesian","hongkong",0.107171159219173,2.37957969359382,2,8,2,18
2020-01-21,1.00495516735351,"Misidentified_EpiEstim(no sliding)","hongkong",0.000211822829072907,3.00444527291108,2,8,2,18
2020-01-22,0,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-22,0.684721321844695,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-22,0.904927937689293,"Misidentified_Bayesian","hongkong",0.153275302392759,2.39865993244334,2,8,2,18
2020-01-22,1.02207779523909,"Misidentified_EpiEstim(no sliding)","hongkong",0.00119198768160285,3.03356660649408,2,8,2,18
2020-01-23,0.235025768010216,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-23,0.756112013093132,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-23,0.884239423594019,"Misidentified_Bayesian","hongkong",0.126995541261669,2.38996135628818,2,8,2,18
2020-01-23,1.03176677429973,"Misidentified_EpiEstim(no sliding)","hongkong",0.00173087959811381,3.04699281094877,2,8,2,18
2020-01-24,0.847609164714623,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-24,0.931181593090792,"Misidentified_Bayesian","hongkong",0.156310366047297,2.44638857677675,2,8,2,18
2020-01-24,0.990001316805276,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-24,1.08438550036672,"Misidentified_EpiEstim(no sliding)","hongkong",0.00559403274611157,3.12949189004748,2,8,2,18
2020-01-25,0.653215699025832,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-25,0.810926836110726,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-25,0.934995932464282,"Misidentified_Bayesian","hongkong",0.154377547458581,2.43109705099833,2,8,2,18
2020-01-25,1.10610259330834,"Misidentified_EpiEstim(no sliding)","hongkong",0.00828448192182005,3.14453027558775,2,8,2,18
2020-01-25,1.23718810235552,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.0214627127182118,3.35697321150232,2,8,2,18
2020-01-26,0.665732500205288,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-26,0.826111527422554,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-26,0.933530568704799,"Misidentified_Bayesian","hongkong",0.123380763953401,2.4340319637346,2,8,2,18
2020-01-26,1.13576303084514,"Misidentified_EpiEstim(no sliding)","hongkong",0.0127526150190205,3.15716280246193,2,8,2,18
2020-01-26,1.3516127609896,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.0440533927814678,3.48802201283305,2,8,2,18
2020-01-27,0.798775737161902,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-27,0.806965963675302,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-27,0.967359510820215,"Misidentified_Bayesian","hongkong",0.133034578825465,2.44266825795276,2,8,2,18
2020-01-27,1.15963777541704,"Misidentified_EpiEstim(no sliding)","hongkong",0.0218006033036126,3.13463418437915,2,8,2,18
2020-01-27,1.45867534007486,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.0827431256935345,3.5587429209374,2,8,2,18
2020-01-28,0.751787492982473,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-28,0.901746072785059,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-28,0.951429557274427,"Misidentified_Bayesian","hongkong",0.122492949381868,2.37967977731072,2,8,2,18
2020-01-28,1.12143408091917,"Misidentified_EpiEstim(no sliding)","hongkong",0.0268991210551386,2.98572167603713,2,8,2,18
2020-01-28,1.4920816731096,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.128707989854807,3.45957161945841,2,8,2,18
2020-01-29,0.82982283881541,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-29,0.885693025275266,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-29,1.0254394128534,"Misidentified_Bayesian","hongkong",0.189260275043272,2.40594105969928,2,8,2,18
2020-01-29,1.11687671166555,"Misidentified_EpiEstim(no sliding)","hongkong",0.0428773856132257,2.87621789114305,2,8,2,18
2020-01-29,1.4792544226202,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.182436019493364,3.25275340907318,2,8,2,18
2020-01-30,0.875490875012969,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-30,0.90259121387799,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-30,0.970159909871828,"Misidentified_Bayesian","hongkong",0.127225474974821,2.32557785559898,2,8,2,18
2020-01-30,1.07310509528926,"Misidentified_EpiEstim(no sliding)","hongkong",0.0496312360867435,2.70526623765053,2,8,2,18
2020-01-30,1.40919758597934,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.232229977517119,2.95026544350149,2,8,2,18
2020-01-31,0.868369913750414,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-31,0.888018413233569,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
