"dates","means","Type","country","Low","High","zeta_0_true","xi_0_true","zeta_1_true","xi_1_true"
2020-01-18,0.999610437055086,"Misidentified_Bayesian","hongkong",0.000116548807777301,2.9949174274003,2,18,8,8
2020-01-18,NA,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-18,NA,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-19,0.791262950432119,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-19,1,"Misidentified_EpiEstim(no sliding)","hongkong",6.34421478143732e-09,2.99573240043829,2,18,8,8
2020-01-19,1.30369215535021,"Misidentified_Bayesian","hongkong",0.212582261510742,3.22085892415876,2,18,8,8
2020-01-19,NA,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-20,0.906564070955202,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-20,0.927729620749656,"Misidentified_Bayesian","hongkong",0.0433597610649084,2.69403103918649,2,18,8,8
2020-01-20,1,"Misidentified_EpiEstim(no sliding)","hongkong",6.34421478143732e-09,2.99573240043829,2,18,8,8
2020-01-20,NA,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-21,0,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-21,0.649209153898383,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-21,0.931957186888388,"Misidentified_Bayesian","hongkong",0.04841288337141,2.70317586487799,2,18,8,8
2020-01-21,1.00495516735351,"Misidentified_EpiEstim(no sliding)","hongkong",0.000211822829072907,3.00444527291108,2,18,8,8
2020-01-22,0,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-22,0.684721321844695,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-22,0.927327596113052,"Misidentified_Bayesian","hongkong",0.0482176731904952,2.67970585907468,2,18,8,8
2020-01-22,1.00507779523909,"Misidentified_EpiEstim(no sliding)","hongkong",0.000253037718079005,3.00361957963724,2,18,8,8
2020-01-23,0.235025768010216,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-23,0.756112013093132,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-23,0.962867802016864,"Misidentified_Bayesian","hongkong",0.0838309425223984,2.71204369476867,2,18,8,8
2020-01-23,1.01505325123749,"Misidentified_EpiEstim(no sliding)","hongkong",0.000804065742209968,3.01755268664634,2,18,8,8
2020-01-24,0.847609164714623,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-24,0.971590181317271,"Misidentified_Bayesian","hongkong",0.0855608255074007,2.72335202118665,2,18,8,8
2020-01-24,0.990001316805276,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-24,1.0372603265134,"Misidentified_EpiEstim(no sliding)","hongkong",0.00230273617880596,3.04689640537299,2,18,8,8
2020-01-25,0.653215699025832,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-25,0.810926836110726,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-25,0.95634089031027,"Misidentified_Bayesian","hongkong",0.0623032545559907,2.69627618699491,2,18,8,8
2020-01-25,1.03690784728771,"Misidentified_EpiEstim(no sliding)","hongkong",0.00372469431400612,3.02308628926901,2,18,8,8
2020-01-25,1.09505427450295,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.00846561222981088,3.10972356525012,2,18,8,8
2020-01-26,0.665732500205288,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-26,0.826111527422554,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-26,0.999212018421178,"Misidentified_Bayesian","hongkong",0.0744739143259956,2.73805240520525,2,18,8,8
2020-01-26,1.04409864902043,"Misidentified_EpiEstim(no sliding)","hongkong",0.00531080793574026,2.99713715321787,2,18,8,8
2020-01-26,1.13292202054421,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.0166727841258805,3.11215817321004,2,18,8,8
2020-01-27,0.798775737161902,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-27,0.806965963675302,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-27,1.02958229809765,"Misidentified_EpiEstim(no sliding)","hongkong",0.00824954160886017,2.90940393945314,2,18,8,8
2020-01-27,1.03626026851029,"Misidentified_Bayesian","hongkong",0.0865609902032875,2.74706717991277,2,18,8,8
2020-01-27,1.1491783772403,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.028424580592272,3.0364540999068,2,18,8,8
2020-01-28,0.751787492982473,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-28,0.901746072785059,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-28,1.01183360114476,"Misidentified_EpiEstim(no sliding)","hongkong",0.0142058231273495,2.79670850887455,2,18,8,8
2020-01-28,1.0728165335169,"Misidentified_Bayesian","hongkong",0.112508406050712,2.72302597832018,2,18,8,8
2020-01-28,1.1402900197258,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.0497272771843726,2.87679955939562,2,18,8,8
2020-01-29,0.82982283881541,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-29,0.885693025275266,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-29,0.960682930597966,"Misidentified_EpiEstim(no sliding)","hongkong",0.0181107043143955,2.61106264877158,2,18,8,8
2020-01-29,1.05395951238658,"Misidentified_Bayesian","hongkong",0.13597998083284,2.60909786616277,2,18,8,8
2020-01-29,1.08887714070241,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.0709186502986045,2.62151724005233,2,18,8,8
2020-01-30,0.875490875012969,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-30,0.885179858483769,"Misidentified_EpiEstim(no sliding)","hongkong",0.0198034733604214,2.38614928967144,2,18,8,8
2020-01-30,0.90259121387799,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-30,0.976132042005171,"Misidentified_Bayesian","hongkong",0.0967878077840967,2.43558214409016,2,18,8,8
2020-01-30,0.988688395074364,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.0890223437504274,2.28595329968197,2,18,8,8
2020-01-31,0.827401982750928,"Misidentified_EpiEstim(no sliding)","hongkong",0.0220908477220842,2.19967114860378,2,18,8,8
2020-01-31,0.868369913750414,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-31,0.878766336851963,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.101418898015633,1.95794094478814,2,18,8,8
2020-01-31,0.888018413233569,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-01-31,0.946342864233549,"Misidentified_Bayesian","hongkong",0.0933795009893934,2.32863898432984,2,18,8,8
2020-02-01,0.77639399959119,"Misidentified_EpiEstim(no sliding)","hongkong",0.0230346075501089,2.04415417754692,2,18,8,8
2020-02-01,0.780049168700738,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.111794147793788,1.6796536576024,2,18,8,8
2020-02-01,0.854658705660789,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-01,0.863554862110176,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-01,0.897801289134077,"Misidentified_Bayesian","hongkong",0.0793063786060353,2.20969076263407,2,18,8,8
2020-02-02,0.704289685177778,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.118981010845238,1.4698370314774,2,18,8,8
2020-02-02,0.759161060251179,"Misidentified_EpiEstim(no sliding)","hongkong",0.0277638896969799,1.96318150561966,2,18,8,8
2020-02-02,0.858051533750291,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-02,0.867152158764737,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-02,0.876922589771975,"Misidentified_Bayesian","hongkong",0.0797494767542161,2.13205202353491,2,18,8,8
2020-02-03,0.646156581854574,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.126194691532442,1.31148269460007,2,18,8,8
2020-02-03,0.735505044079654,"Misidentified_EpiEstim(no sliding)","hongkong",0.0276721599379005,1.88693636074171,2,18,8,8
2020-02-03,0.845610082185127,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-03,0.864471440385545,"Misidentified_Bayesian","hongkong",0.0806976714843488,2.07653855610807,2,18,8,8
2020-02-03,0.911888194468437,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-04,0.595025793969268,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.128194371731422,1.18317483459014,2,18,8,8
2020-02-04,0.709973884122846,"Misidentified_EpiEstim(no sliding)","hongkong",0.0315238093986455,1.81359815077167,2,18,8,8
2020-02-04,0.831178393990573,"Misidentified_Bayesian","hongkong",0.0815338696918075,1.99639693614926,2,18,8,8
2020-02-04,0.841808213976435,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-04,0.850148465268116,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-05,0.55607859123123,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.129336286681425,1.08782609117487,2,18,8,8
2020-02-05,0.696458636660596,"Misidentified_EpiEstim(no sliding)","hongkong",0.0325246479486937,1.77335451982295,2,18,8,8
2020-02-05,0.801566345395389,"Misidentified_Bayesian","hongkong",0.0758905054943669,1.93223096101884,2,18,8,8
2020-02-05,0.826651204181453,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-05,0.861915938466338,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-06,0.538938956978745,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.135712516738926,1.03563323382527,2,18,8,8
2020-02-06,0.717451500272119,"Misidentified_EpiEstim(no sliding)","hongkong",0.0369931668368435,1.79785180614184,2,18,8,8
2020-02-06,0.806632100781912,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-06,0.844552964336638,"Misidentified_Bayesian","hongkong",0.0887479990731884,1.99236288553586,2,18,8,8
2020-02-06,0.854082880546593,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-07,0.523990130910054,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.138343492434721,0.995617238871933,2,18,8,8
2020-02-07,0.693481407005267,"Misidentified_EpiEstim(no sliding)","hongkong",0.0310612571306543,1.753460246798,2,18,8,8
2020-02-07,0.82042289658441,"Misidentified_Bayesian","hongkong",0.0817933866926492,1.94977644481092,2,18,8,8
2020-02-07,0.860885930230691,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-07,0.860906056225984,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-08,0.518874570277445,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.143686909524046,0.975365037577099,2,18,8,8
2020-02-08,0.711950212633136,"Misidentified_EpiEstim(no sliding)","hongkong",0.0390610900595339,1.77857676366346,2,18,8,8
2020-02-08,0.84465970847291,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-08,0.846962312470023,"Misidentified_Bayesian","hongkong",0.0951174479435368,1.98282172589279,2,18,8,8
2020-02-08,0.869900437628431,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-09,0.506168367147348,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.143263554987943,0.948042288842168,2,18,8,8
2020-02-09,0.677959173942514,"Misidentified_EpiEstim(no sliding)","hongkong",0.0325207352070478,1.72026480319824,2,18,8,8
2020-02-09,0.7989598444474,"Misidentified_Bayesian","hongkong",0.0806894706440547,1.90998082224174,2,18,8,8
2020-02-09,0.825504756971087,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-09,0.851987426544163,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-10,0.501129523358329,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.144620833248871,0.935320233875785,2,18,8,8
2020-02-10,0.691449641697647,"Misidentified_EpiEstim(no sliding)","hongkong",0.0343444122635333,1.74113630683313,2,18,8,8
2020-02-10,0.817548799281281,"Misidentified_Bayesian","hongkong",0.0866261386742258,1.93422452915417,2,18,8,8
2020-02-10,0.851917019456351,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-10,0.885285163795527,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-11,0.499713304662934,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.144978893391837,0.931026297424418,2,18,8,8
2020-02-11,0.683207969069611,"Misidentified_EpiEstim(no sliding)","hongkong",0.0325285197283119,1.72311235097422,2,18,8,8
2020-02-11,0.807069308103338,"Misidentified_Bayesian","hongkong",0.0818980476709704,1.91464523861001,2,18,8,8
2020-02-11,0.837136024014174,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-11,0.856266471174856,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-12,0.499807122546823,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.147416274572452,0.928729516240533,2,18,8,8
2020-02-12,0.681994766022267,"Misidentified_EpiEstim(no sliding)","hongkong",0.0358468125378719,1.71553271832953,2,18,8,8
2020-02-12,0.813977991303734,"Misidentified_Bayesian","hongkong",0.0899408012443894,1.91854158180771,2,18,8,8
2020-02-12,0.877538317117967,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-12,0.882851041049775,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-13,0.493798524873915,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.146202297724578,0.918285689625778,2,18,8,8
2020-02-13,0.681413631121684,"Misidentified_EpiEstim(no sliding)","hongkong",0.0367563964561488,1.71045319344272,2,18,8,8
2020-02-13,0.806864565892169,"Misidentified_Bayesian","hongkong",0.0873693548504216,1.9052658143485,2,18,8,8
2020-02-13,0.850987441194627,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-13,0.873055642281079,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-14,0.494204583046829,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.1484035831241,0.917397179317443,2,18,8,8
2020-02-14,0.685760629536659,"Misidentified_EpiEstim(no sliding)","hongkong",0.0361932398948489,1.71854013241328,2,18,8,8
2020-02-14,0.799113805333376,"Misidentified_Bayesian","hongkong",0.0829546276798518,1.89296526431434,2,18,8,8
2020-02-14,0.870368833690558,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-14,0.895035643645134,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-15,0.489545374347851,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.146846085904956,0.910160901152282,2,18,8,8
2020-02-15,0.6778803235723,"Misidentified_EpiEstim(no sliding)","hongkong",0.0356081056830024,1.70377701194798,2,18,8,8
2020-02-15,0.798602082700678,"Misidentified_Bayesian","hongkong",0.0849787067116412,1.88819455585649,2,18,8,8
2020-02-15,0.830110046975498,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-15,0.866358633828927,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-16,0.487666306272869,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.146177514507935,0.907579339841927,2,18,8,8
2020-02-16,0.666668164495365,"Misidentified_EpiEstim(no sliding)","hongkong",0.0342265309319125,1.68718142300452,2,18,8,8
2020-02-16,0.773840978817775,"Misidentified_Bayesian","hongkong",0.0785584195973418,1.8514596268598,2,18,8,8
2020-02-16,0.804906499282704,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-16,0.842994834476235,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-17,0.485305959829346,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.146108828975487,0.904291004870773,2,18,8,8
2020-02-17,0.676415516397223,"Misidentified_EpiEstim(no sliding)","hongkong",0.0360175682121169,1.70961790340045,2,18,8,8
2020-02-17,0.7968712283961,"Misidentified_Bayesian","hongkong",0.0863794280441616,1.89505841243402,2,18,8,8
2020-02-17,0.853930891661723,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-17,0.872162327403469,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-18,0.48098986694371,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.144937613783599,0.898735788498361,2,18,8,8
2020-02-18,0.670978678737515,"Misidentified_EpiEstim(no sliding)","hongkong",0.0332594717608123,1.70703022419377,2,18,8,8
2020-02-18,0.781375646967658,"Misidentified_Bayesian","hongkong",0.0793698063345925,1.87671517685814,2,18,8,8
2020-02-18,0.83590039279599,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-18,0.878682084465192,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-19,0.481283703300829,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.14435735541803,0.901888685744279,2,18,8,8
2020-02-19,0.684713317808061,"Misidentified_EpiEstim(no sliding)","hongkong",0.0368257229735238,1.73565427132407,2,18,8,8
2020-02-19,0.797352562149644,"Misidentified_Bayesian","hongkong",0.0833390814533043,1.90757298345857,2,18,8,8
2020-02-19,0.881481019008289,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-19,0.889170994216978,"True(GI, infected)","hongkong",NA,NA,NA,NA,NA,NA
2020-02-20,0.47971980095544,"Misidentified_EpiEstim(weekly sliding)","hongkong",0.141707619434741,0.904059317687,2,18,8,8
2020-02-20,0.682445308111833,"Misidentified_EpiEstim(no sliding)","hongkong",0.0331955761631642,1.73942724859294,2,18,8,8
2020-02-20,0.801033097546246,"Misidentified_Bayesian","hongkong",0.0804609106890363,1.92571142419665,2,18,8,8
2020-02-20,0.833243655407208,"True(SI, diagnosed)","hongkong",NA,NA,NA,NA,NA,NA
