"dates","means","Type","country","Low","High","zeta_0_true","xi_0_true","zeta_1_true","xi_1_true"
2020-01-19,1.00081497545379,"Misidentified_Bayesian","australia",0.000109589703051778,3.00013352510322,4,8,2,18
2020-01-19,NA,"True(GI, infected)","australia",NA,NA,NA,NA,NA,NA
2020-01-19,NA,"True(SI, diagnosed)","australia",NA,NA,NA,NA,NA,NA
2020-01-20,0.89406499340524,"True(GI, infected)","australia",NA,NA,NA,NA,NA,NA
2020-01-20,1,"Misidentified_EpiEstim(no sliding)","australia",6.34421478143732e-09,2.99573240043829,4,8,2,18
2020-01-20,5.89826461881997,"Misidentified_Bayesian","australia",4.04765108887206,7.81610920262632,4,8,2,18
2020-01-20,NA,"True(SI, diagnosed)","australia",NA,NA,NA,NA,NA,NA
2020-01-21,0.541492511598451,"True(GI, infected)","australia",NA,NA,NA,NA,NA,NA
2020-01-21,0.819155215801239,"Misidentified_Bayesian","australia",0.24214593180967,1.93168697464525,4,8,2,18
2020-01-21,1.001,"Misidentified_EpiEstim(no sliding)","australia",4.23696412432921e-05,2.99750183625519,4,8,2,18
2020-01-21,NA,"True(SI, diagnosed)","australia",NA,NA,NA,NA,NA,NA
2020-01-22,0,"True(SI, diagnosed)","australia",NA,NA,NA,NA,NA,NA
2020-01-22,0.593324338087188,"True(GI, infected)","australia",NA,NA,NA,NA,NA,NA
2020-01-22,0.881200894497007,"Misidentified_Bayesian","australia",0.287440518733582,2.00566540795591,4,8,2,18
2020-01-22,1.01090350377391,"Misidentified_EpiEstim(no sliding)","australia",0.000466002610916206,3.01490711755311,4,8,2,18
2020-01-23,0.750762943841478,"True(GI, infected)","australia",NA,NA,NA,NA,NA,NA
2020-01-23,0.843320003097527,"Misidentified_Bayesian","australia",0.288276787968112,1.92126550649219,4,8,2,18
2020-01-23,1.03504803147601,"Misidentified_EpiEstim(no sliding)","australia",0.00195984195378647,3.05639427159734,4,8,2,18
2020-01-23,1.04681274900398,"True(SI, diagnosed)","australia",NA,NA,NA,NA,NA,NA
2020-01-24,0.45538278740882,"True(SI, diagnosed)","australia",NA,NA,NA,NA,NA,NA
2020-01-24,0.68635545955455,"True(GI, infected)","australia",NA,NA,NA,NA,NA,NA
2020-01-24,1.03751281385683,"Misidentified_EpiEstim(no sliding)","australia",0.0017704862584188,3.05686040934042,4,8,2,18
2020-01-24,1.07267850429075,"Misidentified_Bayesian","australia",0.468532228803397,2.20285953382718,4,8,2,18
2020-01-25,0.399859897833672,"True(SI, diagnosed)","australia",NA,NA,NA,NA,NA,NA
2020-01-25,0.729967146879421,"True(GI, infected)","australia",NA,NA,NA,NA,NA,NA
2020-01-25,1.03793530389249,"Misidentified_EpiEstim(no sliding)","australia",0.00287405375089289,3.0484947258937,4,8,2,18
2020-01-25,1.35053024944956,"Misidentified_Bayesian","australia",0.682922349511087,2.53569790315881,4,8,2,18
2020-01-26,0.7879681313956,"True(GI, infected)","australia",NA,NA,NA,NA,NA,NA
2020-01-26,0.857686813125838,"Misidentified_Bayesian","australia",0.285917154130193,1.9411654206099,4,8,2,18
2020-01-26,0.858950773311061,"True(SI, diagnosed)","australia",NA,NA,NA,NA,NA,NA
2020-01-26,1.03484521064759,"Misidentified_EpiEstim(no sliding)","australia",0.00308279714721587,3.02782140158014,4,8,2,18
2020-01-26,1.14489403627305,"Misidentified_EpiEstim(weekly sliding)","australia",0.0131218638213589,3.20454816117144,4,8,2,18
2020-01-27,0.62448866908002,"True(SI, diagnosed)","australia",NA,NA,NA,NA,NA,NA
2020-01-27,0.768117801175688,"Misidentified_Bayesian","australia",0.236615678189025,1.80410242830291,4,8,2,18
2020-01-27,0.881843454197201,"True(GI, infected)","australia",NA,NA,NA,NA,NA,NA
2020-01-27,1.02549405178263,"Misidentified_EpiEstim(no sliding)","australia",0.00410624655832306,2.99114171438015,4,8,2,18
2020-01-27,1.159748162326,"Misidentified_EpiEstim(weekly sliding)","australia",0.0202327113996256,3.18969876762537,4,8,2,18
2020-01-28,0.707386653385504,"True(GI, infected)","australia",NA,NA,NA,NA,NA,NA
