"dates","means","Type","country","Low","High","zeta_0_true","xi_0_true","zeta_1_true","xi_1_true"
2020-01-19,1.00064420081744,"Misidentified_Bayesian","australia",0.000120037946820843,2.99943259194551,8,8,2,18
2020-01-19,NA,"True(GI, infected)","australia",NA,NA,NA,NA,NA,NA
2020-01-19,NA,"True(SI, diagnosed)","australia",NA,NA,NA,NA,NA,NA
2020-01-20,0.89406499340524,"True(GI, infected)","australia",NA,NA,NA,NA,NA,NA
2020-01-20,1,"Misidentified_EpiEstim(no sliding)","australia",6.34421478143732e-09,2.99573240043829,8,8,2,18
2020-01-20,6.35491683884246,"Misidentified_Bayesian","australia",4.89061480145633,8.07033588461001,8,8,2,18
2020-01-20,NA,"True(SI, diagnosed)","australia",NA,NA,NA,NA,NA,NA
2020-01-21,0.541492511598451,"True(GI, infected)","australia",NA,NA,NA,NA,NA,NA
2020-01-21,0.893900184407331,"Misidentified_Bayesian","australia",0.420369471410319,1.78466737598761,8,8,2,18
2020-01-21,1.002,"Misidentified_EpiEstim(no sliding)","australia",8.47329382718028e-05,2.99927127207208,8,8,2,18
2020-01-21,NA,"True(SI, diagnosed)","australia",NA,NA,NA,NA,NA,NA
2020-01-22,0,"True(SI, diagnosed)","australia",NA,NA,NA,NA,NA,NA
2020-01-22,0.593324338087188,"True(GI, infected)","australia",NA,NA,NA,NA,NA,NA
2020-01-22,0.823790988675665,"Misidentified_Bayesian","australia",0.34726271800481,1.71689257459247,8,8,2,18
2020-01-22,1.02190350377391,"Misidentified_EpiEstim(no sliding)","australia",0.000931998878229824,3.03437091153894,8,8,2,18
2020-01-23,0.750762943841478,"True(GI, infected)","australia",NA,NA,NA,NA,NA,NA
2020-01-23,0.863415420659447,"Misidentified_Bayesian","australia",0.40327371580704,1.7331817345107,8,8,2,18
2020-01-23,1.04681274900398,"True(SI, diagnosed)","australia",NA,NA,NA,NA,NA,NA
2020-01-23,1.04993901001822,"Misidentified_EpiEstim(no sliding)","australia",0.00259067290079585,3.08274290237849,8,8,2,18
2020-01-24,0.45538278740882,"True(SI, diagnosed)","australia",NA,NA,NA,NA,NA,NA
2020-01-24,0.68635545955455,"True(GI, infected)","australia",NA,NA,NA,NA,NA,NA
2020-01-24,1.06165040755181,"Misidentified_EpiEstim(no sliding)","australia",0.00301180822371455,3.09943695012758,8,8,2,18
2020-01-24,1.20551122293914,"Misidentified_Bayesian","australia",0.673350068729263,2.14767844400025,8,8,2,18
2020-01-25,0.399859897833672,"True(SI, diagnosed)","australia",NA,NA,NA,NA,NA,NA
2020-01-25,0.729967146879421,"True(GI, infected)","australia",NA,NA,NA,NA,NA,NA
2020-01-25,1.06276354859499,"Misidentified_EpiEstim(no sliding)","australia",0.00414463396994985,3.09229332931054,8,8,2,18
2020-01-25,1.60090395372709,"Misidentified_Bayesian","australia",0.979753771978898,2.63073957442776,8,8,2,18
